Description,Specification,Ratings,Price,Original_price,Discount,Reviews
"HP AMD Ryzen 5 Hexa Core 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15-FB0150AX Laptop  (15.6 inch, Performance Blue, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15-FB0150AX'], ['Part Number', '15-FB0150AX'], ['Model Name', 'Victus Gaming'], ['Color', 'Performance Blue'], ['Type', 'Laptop'], ['Suitable For', 'Gaming'], ['Battery Backup', 'UPTO 8 HRS'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '3.8', '3.9']","['₹53,999']","['₹67,264']",['19% off'],"['6 Ratings & 0 Reviews', '(6)', '(81)', '(917)']"
"ASUS Vivobook 16 (2023) AMD Ryzen 5 Hexa Core 7530U - (8 GB/1 TB SSD/Windows 11 Home) M1605YA-MB531WS Laptop  (16 Inch, Tough Black, 1.88 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'M1605YA-MB531WS'], ['Part Number', '90NB10R1-M007N0'], ['Model Name', 'M1605YA-MB531WS'], ['Series', 'Vivobook 16 (2023)'], ['Color', 'Tough Black'], ['Type', 'Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4', '4.1']","['₹50,990']","['₹74,990']",['32% off'],"['53 Ratings & 6 Reviews', '(53)', '(2,425)', '(3,529)']"
"DELL Inspiron Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop  (14 inch, Silver, 1.56 kg, With MS Office)","[['Sales Package', 'Laptop, Active Pen, Battery, Adapter, Cables and User Manuals'], ['Model Number', 'Inspiron 5410'], ['Part Number', 'D560465WIN9S/D560476WIN9S'], ['Model Name', 'Inspiron 5410'], ['Series', 'Inspiron'], ['Color', 'Silver'], ['Type', '2 in 1 Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 6 hours'], ['Battery Cell', '3 cell'], ['MS Office Provided', 'Yes'], ['Stylus Included', 'Yes']]","['4.5', '4.5', '4.3']","['₹76,990']","['₹82,300']",['6% off'],"['46 Ratings & 5 Reviews', '(46)', '(4,472)']"
"ASUS Vivobook Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 10 Home) X515MA-BR022WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor'], ['Model Number', 'X515MA-BR022WS'], ['Part Number', 'X515MA-BR022WS'], ['Model Name', 'Vivobook 15'], ['Series', 'Vivobook'], ['Color', 'Transparent Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Learning, Everyday Use'], ['Battery Backup', '3 Hrs'], ['Power Supply', '33 W AC Adapter'], ['Battery Cell', '2 Cell'], ['MS Office Provided', 'Yes']]","['4.6', '4.6', '4', '4.2']","['₹26,100']","['₹33,990']",['23% off'],"['7 Ratings & 0 Reviews', '(7)', '(73)', '(1,791)']"
"Infinix INBook X2 Plus Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop  (15.6 Inch, Blue, 1.58 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'XL25'], ['Part Number', '71008300541'], ['Model Name', 'XL25'], ['Series', 'INBook X2 Plus'], ['Color', 'Blue'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 10 Hours'], ['Power Supply', '65W AC Adapter'], ['MS Office Provided', 'No']]","['4.1', '4.1', '4.1', '3.8']","['₹37,990']","['₹54,990']",['30% off'],"['355 Ratings & 64 Reviews', '(355)', '(241)', '(617)']"
"DELL Inspiron AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop  (15.6 Inch, Dark Green Speckle, 1.68 Kg, With MS Office)","[['Sales Package', 'Laptop, Battery, Adapter, Cables, User Manuals'], ['Model Number', 'New Inspiron 15 Laptop'], ['Part Number', 'D560788WIN9BD'], ['Model Name', 'Inspiron 3525'], ['Series', 'Inspiron'], ['Color', 'Dark Green Speckle'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 7 hours'], ['Battery Cell', '3-Cell Battery, 41WHr'], ['MS Office Provided', 'Yes']]","['4.7', '4.7', '3.9']","['₹54,990']","['₹68,782']",['20% off'],"['6 Ratings & 1 Reviews', '(6)', '(2,662)']"
"ASUS Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3502ZA-L501WS Laptop  (15.6 inch, Grey, With MS Office)","[['Sales Package', 'Laptop, Manual, Adaptor'], ['Model Number', 'S3502ZA-L501WS'], ['Part Number', '90NB0WK1-M00A80'], ['Model Name', 'Vivobook S15 OLED'], ['Color', 'Grey'], ['Type', 'Laptop'], ['Suitable For', 'Learning'], ['Battery Backup', '3 Hours'], ['MS Office Provided', 'Yes']]","['4.6', '3.7']","['₹67,990']","['₹99,500']",['31% off'],"['(1,786)', '(71)']"
"DELL Vostro Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Notebook  (14 inch, Carbon Black, 1.48 Kg, With MS Office)","[['Sales Package', 'Laptop, Battery, Adapter, Cables and User manuals'], ['Model Number', 'Vostro 3420'], ['Part Number', 'D552276WIN9BE'], ['Model Name', 'Vostro'], ['Series', 'Vostro'], ['Color', 'Carbon Black'], ['Type', 'Notebook'], ['Suitable For', 'Travel & Business, Everyday Use'], ['Battery Backup', 'Upto 7 hours'], ['Battery Cell', '3'], ['MS Office Provided', 'Yes']]","['4.1', '4.1', '4', '3.9']","['₹35,190']","['₹56,700']",['37% off'],"['83 Ratings & 8 Reviews', '(83)', '(73)', '(2,662)']"
"MICROSOFT Surface Laptop 3 Intel Core i5 10th Gen 1035G7 - (8 GB/128 GB SSD/Windows 10 Home) 1867 Laptop  (13 inch, Platinum, 1.27 kg)","[['Sales Package', 'Surface Laptop 3, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '1867'], ['Part Number', 'VGY-00021'], ['Series', 'Surface Laptop 3'], ['Color', 'Platinum'], ['Type', 'Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 11.5 hours'], ['MS Office Provided', 'No']]","['4.4', '4.4', '4', '4.3']","['₹61,390']","['₹1,04,999']",['41% off'],"['58 Ratings & 7 Reviews', '(58)', '(73)', '(3)']"
"MSI Modern 14 Intel Core i7 12th Gen 1255U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-670IN Thin and Light Laptop  (14 Inch, Urban Silver, 1.4 Kg)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'Modern 14 C12M-670IN'], ['Part Number', '9S7-14J111-670'], ['Model Name', 'Modern 14 C12M-670IN'], ['Series', 'Modern 14'], ['Color', 'Urban Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking, Entertainment'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No']]","['4.2', '4.2', '4', '4']","['₹60,990']","['₹78,990']",['22% off'],"['47 Ratings & 11 Reviews', '(47)', '(84)', '(537)']"
"Lenovo ThinkBook 15 Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Pro) TB15 G4 IAP Thin and Light Laptop with inbuilt 4G LTE  (15.6 Inch, Mineral Grey, 1.7 Kg, With MS Office)","[['Sales Package', 'Laptop, User manual, Adapter'], ['Model Number', 'TB15 G4 IAP'], ['Part Number', '21DJA0D9IH'], ['Model Name', 'TB15 G4 IAP'], ['Series', 'ThinkBook 15'], ['Color', 'Mineral Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 6 Hours'], ['MS Office Provided', 'Yes'], ['Inbuilt 4G LTE', 'Yes']]","['4.1', '4.1', '4', '4.1']","['₹59,990']","['₹1,15,200']",['47% off'],"['11 Ratings & 0 Reviews', '(11)', '(3,956)', '(2,911)']"
"ASUS Vivobook 16X For Creator, Intel H-Series Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) K3605ZC-MBN741WS Gaming Laptop  (16 Inch, Black, 1.80 Kg, With MS Office)","[['Sales Package', 'Laptop, User manual, Adapter'], ['Model Number', 'K3605ZC-MBN741WS'], ['Part Number', '90NB11F1-M009S0'], ['Model Name', 'K3605ZC-MBN741WS'], ['Series', 'Vivobook 16X For Creator, Intel H-Series'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'Yes']]","['4', '4', '4', '3.8']","['₹78,990']","['₹1,16,990']",['32% off'],"['48 Ratings & 8 Reviews', '(48)', '(4)', '(89)']"
"HP 15s (2023) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0031AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15-fc0031AU'], ['Part Number', '7L035PA#ACJ'], ['Model Name', '15-fc0031AU'], ['Series', '15s (2023)'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '3.9', '3.8']","['₹50,090']","['₹62,527']",['19% off'],"['37 Ratings & 4 Reviews', '(37)', '(5,026)', '(16)']"
"DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Laptop  (15.6 Inch, Carbon Black, 1.83 Kg, With MS Office)","[['Sales Package', 'Laptop, User manual, Adaptar'], ['Model Number', 'Inspiron 3520'], ['Part Number', 'IN3520P9K46001ORB1'], ['Model Name', 'Inspiron 3520'], ['Color', 'Carbon Black'], ['Type', 'Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 4 Hrs'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['3.9', '4']","['₹34,990']","['₹49,683']",['29% off'],"['(358)', '(92)']"
"Lenovo Legion 5 Pro Intel Intel Core i7 11th Gen 12700H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16ITH6H Gaming Laptop  (16 Inch, Stingray (Top), Dove Grey (Bottom), 2.3 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '16ITH6H'], ['Part Number', '82JD005LIN'], ['Model Name', '16ITH6H'], ['Series', 'Legion 5 Pro Intel'], ['Color', 'Stingray (Top), Dove Grey (Bottom)'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Backup', 'Upto 7.3 hours'], ['MS Office Provided', 'Yes']]",['3.8'],"['₹1,29,890']","['₹2,60,790']",['50% off'],['(89)']
"DELL Inspiron 5430 Intel Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) IN5430YXVW9M01ORS1 Laptop  (14 inch, Platinum Silver, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'IN5430YXVW9M01ORS1'], ['Part Number', 'IN5430YXVW9M01ORS1'], ['Model Name', 'Inspiron 5430'], ['Series', 'Inspiron 5430'], ['Color', 'Platinum Silver'], ['Type', 'Laptop'], ['Suitable For', 'Travel & Business'], ['Battery Backup', 'UPTO 8 HRS'], ['MS Office Provided', 'Yes']]","['3.8', '3.8', '4.1', '4.5']","['₹64,990']","['₹89,990']",['27% off'],"['5 Ratings & 1 Reviews', '(5)', '(14)', '(6)']"
"ASUS AMD Ryzen 5 Quad Core - (16 GB/512 GB SSD/Windows 11 Home) E1404FA-NK542WS Laptop  (14 inch, Black, With MS Office)","[['Sales Package', 'Laptop, Manual, Adaptor'], ['Model Number', 'E1404FA-NK542WS'], ['Part Number', '90NB0ZS2-M009A0'], ['Model Name', 'Vivobook Go 14'], ['Color', 'Black'], ['Type', 'Laptop'], ['Suitable For', 'Performance'], ['Battery Backup', '3 Hours'], ['MS Office Provided', 'Yes']]","['4.2', '3.9']","['₹51,990']","['₹70,990']",['26% off'],"['(5)', '(599)']"
"Lenovo Ideapad Slim 3i Intel Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 10 Home) IdeaPad 3 14ITL6 Thin and Light Laptop  (14 Inch, Arctic Grey, 1.41 KG, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'IdeaPad 3 14ITL6'], ['Part Number', '82H700KAIN'], ['Series', 'Ideapad Slim 3i Intel'], ['Color', 'Arctic Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 7.5 Hours'], ['Power Supply', '65W Adapter'], ['MS Office Provided', 'Yes']]","['4.4', '4.4', '3.5', '4.2']","['₹43,890']","['₹58,890']",['25% off'],"['188 Ratings & 31 Reviews', '(188)', '(25)', '(1,791)']"
"ASUS VivoBook Gaming Intel Core i5 9th Gen 9300H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) F571GT-AL518T Gaming Laptop  (15.6 inch, Star Black, 2.14 kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'F571GT-AL518T'], ['Part Number', '90NB0NL1-M08380'], ['Series', 'VivoBook Gaming'], ['Color', 'Star Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Processing & Multitasking, Gaming'], ['Power Supply', '150 W AC Adapter'], ['Battery Cell', '3 cell'], ['MS Office Provided', 'No']]","['4.3', '4.3', '4.1', '4.1']","['₹75,900']","['₹81,990']",['7% off'],"['120 Ratings & 26 Reviews', '(120)', '(20)', '(96)']"
"APPLE 2023 MacBook Pro Apple M3 Pro - (18 GB/1 TB SSD/macOS Sonoma) MRX73HN/A  (14 Inch, Silver, 1.61 kg)","[['Sales Package', 'MacBook Pro, 96W USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)'], ['Model Number', 'MRX73HN/A'], ['Part Number', 'MRX73HN/A'], ['Model Name', 'MacBook Pro'], ['Series', '2023 MacBook Pro'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 18 Hours'], ['MS Office Provided', 'No']]",['4.6'],"['₹2,39,900']",[],[],"['(2,975)']"
"ASUS AMD Ryzen 5 Quad Core - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-LK541WS Notebook  (15.6 inch, Silver, With MS Office)","[['Sales Package', 'Laptop, Manual, Adaptor'], ['Model Number', 'E1504FA-LK541WS'], ['Part Number', 'E1504FA-LK541WS'], ['Model Name', 'Vivobook Go 15 OLED'], ['Color', 'Silver'], ['Type', 'Notebook'], ['Suitable For', 'Performance'], ['Battery Backup', '3 Hours'], ['MS Office Provided', 'Yes']]",['3.8'],"['₹56,990']","['₹79,990']",['28% off'],['(137)']
"DELL Inspiron Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Laptop  (15.6 inch, Silver, With MS Office)",[],"['4.1', '4.1', '4', '3.9']","['₹38,490']","['₹58,129']",['33% off'],"['10 Ratings & 0 Reviews', '(10)', '(73)', '(2,662)']"
"MSI Pulse 17 Intel Core i9 13th Gen 13900H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070/240 Hz) Pulse 17 B13VGK-652IN Gaming Laptop  (17.3 Inch, Black, 2.7 Kg)","[['Sales Package', 'Laptop, battery, power adapter, user guide, Laptop Bag'], ['Model Number', 'Pulse 17 B13VGK-652IN'], ['Part Number', '9S7-17L531-652'], ['Model Name', 'Pulse 17 B13VGK-652IN'], ['Series', 'Pulse 17'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'No']]","['4.6', '4.3']","['₹1,83,990']","['₹2,07,990']",['11% off'],"['(49)', '(633)']"
"HP Pavilion Gaming Intel Core i7 11th Gen 11370H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-DK2076TX Gaming Laptop  (15.6 Inch, Shadow Black & Ultra Violet, 2.23 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adapter, User Guide, Warranty Documents'], ['Model Number', '15-DK2076TX'], ['Part Number', '4A3K6PA#ACJ'], ['Model Name', '15-DK2076TX'], ['Series', 'Pavilion Gaming'], ['Color', 'Shadow Black & Ultra Violet'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '4.4', '4.1']","['₹78,000']","['₹1,13,800']",['31% off'],"['11 Ratings & 1 Reviews', '(11)', '(3,941)', '(4,522)']"
"Acer Predator Neo (2023) Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) PHN16-71-757P Gaming Laptop  (16 Inch, Obsidian Black, 2.6 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'PHN16-71-757P'], ['Part Number', 'NH.QLTSI.003|NH.QLTSI.006'], ['Model Name', 'PHN16-71'], ['Series', 'Predator Neo (2023)'], ['Color', 'Obsidian Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '4 Cell'], ['MS Office Provided', 'No']]","['4.4', '4.4', '4', '4.5']","['₹1,19,980']","['₹1,44,990']",['17% off'],"['475 Ratings & 54 Reviews', '(475)', '(325)', '(4,596)']"
"ASUS Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K513EA-L513WS Laptop  (15.6 inch, Silver, With MS Office)","[['Sales Package', 'Laptop, Manual, Adaptor'], ['Model Number', 'K513EA-L513WS'], ['Part Number', '90NB0SG2-M43760'], ['Model Name', 'VivoBook Ultra K15'], ['Color', 'Silver'], ['Type', 'Laptop'], ['Suitable For', 'Performance, Processing & Multitasking, Everyday Use, Entertainment'], ['Battery Backup', '3 Hours'], ['MS Office Provided', 'Yes']]",['4.5'],"['₹64,200']","['₹84,990']",['24% off'],['(225)']
"ASUS MediaTek Ryzen 7 Quad Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX NVIDIA® GeForce® GTX 1650) M6500QH-HN702WS Gaming Laptop  (15.6 inch, Quiet Blue, With MS Office)","[['Sales Package', 'Laptop, Manual, Adaptor'], ['Model Number', 'M6500QH-HN702WS'], ['Part Number', '90NB0YJ1-M003V0'], ['Model Name', 'Vivobook-Pro-15-M6500'], ['Color', 'Quiet Blue'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Backup', '3 Hours'], ['MS Office Provided', 'Yes']]","['3.7', '4.2']","['₹68,200']","['₹88,990']",['23% off'],"['(71)', '(1,824)']"
"HP Envy x360 Creator Evo Intel Core i5 12th Gen 1230U - (8 GB/512 GB SSD/Windows 11 Home) x360-bf0085TU Thin and Light Laptop  (13.3 Inch, Natural Silver, 1.31 Kg, With MS Office)","[['Sales Package', 'Laptop, DIB Zenvo Pen Natural Silver, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'x360-bf0085TU'], ['Part Number', '726X6PA#ACJ'], ['Model Name', 'x360-bf0085TU'], ['Series', 'Envy x360 Creator Evo'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'Yes']]","['4.4', '4.4', '4', '4']","['₹76,999']","['₹93,527']",['17% off'],"['79 Ratings & 14 Reviews', '(79)', '(73)', '(68)']"
"ALIENWARE Intel Core i7 10th Gen 10750H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1660 Ti) m15R3 Gaming Laptop  (15.6 inch, Lunar Light, 2.5 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'm15R3'], ['Part Number', 'D569916WIN9'], ['Color', 'Lunar Light'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Backup', 'Upto 12 hours'], ['MS Office Provided', 'Yes']]","['4.9', '4.9', '3.8']","['₹1,20,890']","['₹2,23,322']",['45% off'],"['13 Ratings & 0 Reviews', '(13)', '(170)']"
"HP OMEN AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) XD0007ax Gaming Laptop  (16.1 Inch, Shadow Black, 2.32 Kg)","[['Sales Package', 'Laptop, Power Adapter, Warranty Documents, User Manual'], ['Model Number', 'XD0007ax'], ['Part Number', '90L48PA#ACJ'], ['Model Name', 'XD0007ax'], ['Series', 'OMEN'], ['Color', 'Shadow Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '6 Cell'], ['MS Office Provided', 'No']]","['4.5', '4.5', '3.8', '4']","['₹1,12,990']","['₹1,33,317']",['15% off'],"['15 Ratings & 0 Reviews', '(15)', '(81)', '(325)']"
"ASUS ExpertBook B9 Intel EVO Intel Core i7 10th Gen 10510U - (16 GB/1 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and Light Laptop  (14 inch, Star Black, 0.995 kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'ExpertBook B9 B9450FA'], ['Part Number', '90NX02K1-M08530'], ['Model Name', 'B9450FA-BM0696R'], ['Series', 'ExpertBook B9 Intel EVO'], ['Color', 'Star Black'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '65 W AC Adapter'], ['MS Office Provided', 'No']]",['4'],"['₹1,52,711']","['₹2,02,990']",['24% off'],['(84)']
"DELL Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) New Gaming G15 Gaming Laptop  (38 cm, Dark Shadow Grey, 2.81 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, adapter, cables and user manuals'], ['Model Number', 'New Gaming G15'], ['Part Number', 'D560895WIN9S'], ['Model Name', 'G15-5520'], ['Color', 'Dark Shadow Grey'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Backup', 'Upto 7 hours'], ['Battery Cell', '6 Cell'], ['MS Office Provided', 'Yes']]","['4.3', '4.5']","['₹1,47,689']","['₹1,61,531']",['8% off'],"['(27)', '(5,699)']"
"ASUS Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K513EA-L513WS Laptop  (15.6 inch, Silver, With MS Office)","[['Sales Package', 'Laptop, Manual, Adaptor'], ['Model Number', 'K513EA-L513WS'], ['Part Number', '90NB0SG2-M43760'], ['Model Name', 'VivoBook Ultra K15'], ['Color', 'Silver'], ['Type', 'Laptop'], ['Suitable For', 'Performance, Processing & Multitasking, Everyday Use, Entertainment'], ['Battery Backup', '3 Hours'], ['MS Office Provided', 'Yes']]",['4.5'],"['₹64,200']","['₹84,990']",['24% off'],['(225)']
"HP Victus Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) 15-fa1060TX Gaming Laptop  (15.6 Inch, Performance Blue, 2.37 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adapter, Warranty Documents, User Manual'], ['Model Number', '15-fa1060TX'], ['Part Number', '81H47PA#ACJ'], ['Model Name', '15-fa1060TX'], ['Series', 'Victus'], ['Color', 'Performance Blue'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'Yes']]","['3.9', '4.3']","['₹99,999']","['₹1,16,463']",['14% off'],"['(5,026)', '(2,952)']"
"HP Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX NVIDIA® GeForce RTX™ 3050) FA0187TX Gaming Laptop  (15.6 inch, Black, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'FA0187TX'], ['Part Number', 'FA0187TX'], ['Model Name', 'Victus Gaming'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Backup', 'UPTO 8 HRS'], ['MS Office Provided', 'Yes']]","['4.4', '4.4', '3.9', '4.1']","['₹91,590']","['₹1,05,105']",['12% off'],"['5 Ratings & 0 Reviews', '(5)', '(2,500)', '(256)']"
"MSI Prestige 14 Evo Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 14Evo B13M-279IN Thin and Light Laptop  (14 Inch, Silver, 1.49 Kg)","[['Sales Package', 'Laptop, Power adapter, MSI Bag'], ['Model Number', 'Prestige 14Evo B13M-279IN'], ['Part Number', '9S7-14F122-279'], ['Model Name', 'Prestige 14Evo B13M-279IN'], ['Series', 'Prestige 14 Evo'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking, Entertainment'], ['Power Supply', '100W adapter'], ['Battery Cell', '4 cell'], ['MS Office Provided', 'No']]","['4.2', '4.2', '4.4', '4']","['₹94,990']","['₹1,34,990']",['29% off'],"['6 Ratings & 4 Reviews', '(6)', '(2,236)', '(27)']"
"ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) UX3402VA-KM742WS Thin and Light Laptop  (14 Inch, Foggy Silver, 1.39 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'UX3402VA-KM742WS'], ['Part Number', '90NB10G6-M005K0'], ['Model Name', 'UX3402VA-KM742WS'], ['Series', 'Zenbook 14 OLED (2023) Intel EVO P-Series'], ['Color', 'Foggy Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '65W AC Adapter'], ['Battery Cell', '4 Cell'], ['MS Office Provided', 'Yes']]","['5', '5', '4', '4.6']","['₹97,990']","['₹1,44,990']",['32% off'],"['9 Ratings & 1 Reviews', '(9)', '(1,247)', '(362)']"
"DELL Vostro Intel Core i3 11th Gen i3-1115G4 - (8 GB/1 TB HDD/Windows 10) vostro 3400/vostro 3401 Thin and Light Laptop  (14 inch, Accent Black, 1.58 kg, With MS Office)",[],['3.9'],"['₹37,990']","['₹56,490']",['32% off'],"['2,289 Ratings & 229 Reviews']"
